1	9.0	9.0
2	11.0	9.02
3	1.0	8.9398
4	14.0	8.990402000000001
5	17.0	9.07049798
6	12.0	9.0997930002
7	7.0	9.078795070198
8	13.0	9.11800711949602
9	6.0	9.08682704830106
10	8.0	9.07595877781805
11	6.0	9.04519919003987
12	5.0	9.004747198139473
13	8.0	8.994699726158078
14	0.0	8.904752728896497
15	10.0	8.915705201607532
16	10.0	8.926548149591456
17	35.0	9.187282668095541
18	5.0	9.145409841414587
19	14.0	9.19395574300044
20	8.0	9.182016185570436
21	10.0	9.190196023714732
22	6.0	9.158294063477586
23	14.0	9.20671112284281
24	0.0	9.114644011614383
25	11.0	9.133497571498237
26	9.0	9.132162595783255
27	5.0	9.090840969825424
28	7.0	9.06993256012717
29	3.0	9.009233234525897
30	6.0	8.979140902180639
31	15.0	9.039349493158833
32	1.0	8.958955998227244
33	10.0	8.969366438244972
34	12.0	8.999672773862521
35	14.0	9.049676046123896
36	0.0	8.959179285662657
37	12.0	8.989587492806029
38	9.0	8.989691617877968
39	12.0	9.019794701699187
40	8.0	9.009596754682194
41	9.0	9.009500787135373
42	3.0	8.94940577926402
43	10.0	8.959911721471379
44	8.0	8.950312604256665
45	1.0	8.870809478214097
46	8.0	8.862101383431956
47	10.0	8.873480369597635
48	6.0	8.84474556590166
49	18.0	8.936298110242642
50	10.0	8.946935129140215
51	1.0	8.867465777848812
52	14.0	8.918791120070324
53	10.0	8.92960320886962
54	8.0	8.920307176780923
55	10.0	8.931104105013114
56	13.0	8.971793063962984
57	13.0	9.012075133323355
58	5.0	8.971954381990122
59	11.0	8.99223483817022
60	6.0	8.962312489788518
61	6.0	8.932689364890633
62	6.0	8.903362471241728
63	7.0	8.88432884652931
64	10.0	8.895485558064017
65	6.0	8.866530702483377
66	11.0	8.887865395458542
67	8.0	8.878986741503956
68	5.0	8.840196874088917
69	5.0	8.801794905348029
70	14.0	8.85377695629455
71	8.0	8.845239186731604
72	1.0	8.766786794864288
73	11.0	8.789118926915645
74	3.0	8.731227737646488
75	9.0	8.733915460270023
76	6.0	8.706576305667323
77	1.0	8.62951054261065
78	13.0	8.673215437184544
79	7.0	8.6564832828127
80	8.0	8.649918449984572
81	6.0	8.623419265484726
82	11.0	8.647185072829878
83	4.0	8.600713222101579
84	3.0	8.544706089880561
85	15.0	8.609259028981755
86	8.0	8.603166438691938
87	6.0	8.57713477430502
88	13.0	8.62136342656197
89	18.0	8.71514979229635
90	0.0	8.627998294373386
91	14.0	8.681718311429652
92	5.0	8.644901128315356
93	14.0	8.698452117032202
94	14.0	8.75146759586188
95	6.0	8.723952919903262
96	16.0	8.796713390704229
97	9.0	8.798746256797186
98	5.0	8.760758794229215
99	0.0	8.673151206286922
100	8.0	8.666419694224054
101	11.0	8.689755497281812
102	6.0	8.662857942308994
103	6.0	8.636229362885905
104	5.0	8.599867069257046
105	6.0	8.573868398564477
106	11.0	8.598129714578832
107	2.0	8.532148417433042
108	6.0	8.506826933258711
109	17.0	8.591758663926123
110	6.0	8.565841077286862
111	8.0	8.560182666513994
112	15.0	8.624580839848853
113	5.0	8.588335031450365
114	6.0	8.562451681135862
115	16.0	8.636827164324503
116	12.0	8.670458892681257
117	0.0	8.583754303754445
118	14.0	8.6379167607169
119	7.0	8.62153759310973
120	9.0	8.625322217178633
121	11.0	8.649068995006846
122	3.0	8.592578305056778
123	17.0	8.67665252200621
124	40.0	8.989885996786148
125	7.0	8.969987136818286
126	11.0	8.990287265450103
127	9.0	8.990384392795601
128	9.0	8.990480548867644
129	0.0	8.900575743378967
130	12.0	8.931569985945176
131	4.0	8.882254286085724
132	3.0	8.823431743224866
133	11.0	8.845197425792616
134	0.0	8.75674545153469
135	6.0	8.729177997019343
136	11.0	8.75188621704915
137	3.0	8.694367354878658
138	1.0	8.617423681329871
139	10.0	8.631249444516572
140	4.0	8.584936950071405
141	14.0	8.639087580570692
142	12.0	8.672696704764984
143	14.0	8.725969737717335
144	11.0	8.74871004034016
145	12.0	8.781222939936757
146	3.0	8.723410710537388
147	10.0	8.736176603432014
148	12.0	8.768814837397693
149	3.0	8.711126689023716
150	8.0	8.704015422133478
151	10.0	8.716975267912144
152	9.0	8.719805515233022
153	2.0	8.652607460080691
154	11.0	8.676081385479884
155	4.0	8.629320571625085
156	3.0	8.573027365908834
157	11.0	8.597297092249745
