0	0	818	1	0.8772228956222534	-21.0	-21.0	1.3729448318481445
0	1	942	1	0.77703458070755	-21.0	-21.0	2.8090250492095947
0	2	882	1	0.748188853263855	-21.0	-21.0	4.153138875961304
0	3	820	1	0.3157026469707489	-21.0	-21.0	5.409729719161987
0	4	814	0	0.5572289228439331	-21.0	-21.0	6.652714967727661
0	5	939	0	0.31359708309173584	-21.0	-21.0	8.079380989074707
0	6	819	0	0.42837876081466675	-21.0	-21.0	9.311592817306519
0	7	936	0	0.587296187877655	-21.0	-21.0	10.75224494934082
0	8	817	1	0.7383798360824585	-21.0	-21.0	12.00571870803833
0	9	822	1	0.8077436089515686	-21.0	-21.0	13.260380744934082
1	0	818	1	0.5997138023376465	-21.0	-21.0	18.279528856277466
1	1	822	1	0.600754976272583	-21.0	-21.0	19.53392267227173
1	2	878	1	0.30931365489959717	-21.0	-21.0	20.84758186340332
1	3	820	1	0.30931365489959717	-21.0	-21.0	22.07609987258911
1	4	1062	1	0.40391114354133606	-21.0	-21.0	23.68321681022644
1	5	937	0	0.2637741267681122	-21.0	-21.0	25.09374690055847
1	6	880	1	0.7224848866462708	-21.0	-21.0	26.47109580039978
1	7	819	1	0.6767162084579468	-21.0	-21.0	27.773069858551025
1	8	854	1	0.731593906879425	-20.0	-20.99	29.100916862487793
1	9	1038	1	0.20177137851715088	-20.0	-20.980099999999997	30.722747802734375
2	0	820	0	0.7091060280799866	-21.0	-20.980299	35.61963486671448
2	1	815	0	0.6284816265106201	-21.0	-20.98049601	36.88109588623047
2	2	1180	1	0.7879372239112854	-21.0	-20.9806910499	38.69640278816223
2	3	819	1	0.3387908339500427	-21.0	-20.980884139401	39.916701793670654
2	4	817	1	0.3387908339500427	-21.0	-20.98107529800699	41.1393609046936
2	5	942	1	0.6648210287094116	-21.0	-20.98126454502692	42.552812814712524
2	6	818	1	0.6868478655815125	-21.0	-20.98145189957665	43.79993772506714
2	7	819	1	0.49252641201019287	-21.0	-20.981637380580885	45.02908682823181
2	8	940	0	0.6612091660499573	-21.0	-20.98182100677508	46.46175265312195
2	9	818	0	0.3149957060813904	-21.0	-20.982002796707327	47.72187805175781
3	0	878	1	0.23718227446079254	-21.0	-20.982182768740255	52.752718687057495
3	1	881	0	0.17155826091766357	-21.0	-20.982360941052853	54.098188638687134
3	2	941	1	0.6583114862442017	-21.0	-20.982537331642327	55.52868580818176
3	3	1095	0	0.2496797740459442	-20.0	-20.972711958325903	57.221128940582275
3	4	882	0	0.658670961856842	-21.0	-20.972984838742644	58.58415484428406
3	5	1013	0	0.6527625918388367	-19.0	-20.95325499035522	60.1195228099823
3	6	820	1	0.5878093838691711	-21.0	-20.953722440451667	61.37367391586304
3	7	819	1	0.2739507555961609	-21.0	-20.95418521604715	62.64416980743408
3	8	820	0	0.7644962072372437	-21.0	-20.95464336388668	63.913880825042725
3	9	910	1	0.7108302712440491	-20.0	-20.945096930247814	65.3107259273529
4	0	915	1	0.929008424282074	-20.0	-20.935645960945337	70.40182089805603
4	1	853	1	0.7325890064239502	-20.0	-20.926289501335884	71.68896269798279
4	2	1036	0	0.7466715574264526	-20.0	-20.917026606322523	73.25881290435791
4	3	877	1	0.7366149425506592	-21.0	-20.9178563402593	74.5910017490387
4	4	817	0	0.7048080563545227	-21.0	-20.918677776856708	75.83338284492493
4	5	820	1	0.7394267320632935	-21.0	-20.91949099908814	77.08691096305847
4	6	818	1	0.7319995760917664	-21.0	-20.92029608909726	78.35237979888916
4	7	912	0	0.37502095103263855	-20.0	-20.911093128206286	79.72316884994507
4	8	883	1	0.39785537123680115	-21.0	-20.911982196924225	81.07644963264465
4	9	818	0	0.5902802348136902	-21.0	-20.912862374954983	82.30191683769226
5	0	816	0	0.7573221921920776	-21.0	-20.913733751205434	87.195396900177
5	1	852	1	0.30606916546821594	-20.0	-20.90459641369338	88.49834704399109
5	2	971	1	0.48937052488327026	-20.0	-20.895550449556445	89.9888687133789
5	3	816	1	0.6009494662284851	-21.0	-20.896594945060883	91.23786878585815
5	4	852	0	0.22157295048236847	-20.0	-20.887628995610275	92.53538680076599
5	5	1036	1	0.8120546936988831	-20.0	-20.878752705654172	94.10893893241882
5	6	1122	0	0.6135703921318054	-21.0	-20.87996517859763	95.8203227519989
5	7	877	1	0.6939186453819275	-21.0	-20.881165526811653	97.15961194038391
5	8	1097	0	0.4692659378051758	-20.0	-20.872353871543535	98.8349986076355
5	9	1091	1	0.4743630588054657	-20.0	-20.863630332828098	100.50363087654114
6	0	880	1	0.5843408703804016	-21.0	-20.86499402949982	105.5667188167572
6	1	852	0	0.4825381636619568	-20.0	-20.85634408920482	106.86985874176025
6	2	857	1	0.7796566486358643	-20.0	-20.84778064831277	108.18192267417908
6	3	820	0	0.616629421710968	-21.0	-20.849302841829644	109.43706274032593
6	4	975	0	0.6176425814628601	-20.0	-20.840809813411347	110.93246579170227
6	5	854	0	0.5102344751358032	-20.0	-20.832401715277232	112.25335597991943
6	6	917	1	0.8374607563018799	-20.0	-20.82407769812446	113.66002368927002
6	7	977	1	0.6443594694137573	-20.0	-20.815836921143212	115.17035174369812
6	8	818	1	0.894510805606842	-21.0	-20.81767855193178	116.42421293258667
6	9	857	0	0.22197014093399048	-20.0	-20.809501766412463	117.76670479774475
7	0	855	1	0.5456097722053528	-20.0	-20.801406748748338	122.77685284614563
7	1	912	1	0.7522397041320801	-20.0	-20.793392681260855	124.16885685920715
7	2	942	1	0.4682379961013794	-21.0	-20.795458754448248	125.60862684249878
7	3	822	0	0.4980800747871399	-21.0	-20.797504166903767	126.8572268486023
7	4	947	1	0.7226086854934692	-19.0	-20.77952912523473	128.29410886764526
7	5	913	1	0.6078121066093445	-20.0	-20.771733833982385	129.68036675453186
7	6	814	0	0.5244240760803223	-21.0	-20.774016495642563	130.93010878562927
7	7	853	0	0.3914546072483063	-20.0	-20.766276330686136	132.21803784370422
7	8	914	1	0.6978144645690918	-20.0	-20.758613567379275	133.61861562728882
7	9	854	1	0.7442420125007629	-20.0	-20.75102743170548	134.95755696296692
8	0	1167	1	0.8551830053329468	-18.0	-20.723517157388425	140.47310781478882
8	1	1165	1	0.7709802985191345	-18.0	-20.69628198581454	142.22549986839294
8	2	857	0	0.6100531816482544	-20.0	-20.689319165956395	143.50695180892944
8	3	854	1	0.8359005451202393	-20.0	-20.68242597429683	144.80140900611877
8	4	1345	0	0.5333258509635925	-18.0	-20.65560171455386	146.8756227493286
8	5	852	1	0.7436537146568298	-20.0	-20.649045697408322	148.19783401489258
8	6	997	1	0.593508780002594	-21.0	-20.65255524043424	149.7009358406067
8	7	819	0	0.42589670419692993	-21.0	-20.656029688029896	150.9516086578369
8	8	1007	1	0.7334834337234497	-19.0	-20.6394693911496	152.49460577964783
8	9	910	1	0.6769841909408569	-20.0	-20.633074697238104	153.9104859828949
9	0	913	0	0.3762112557888031	-20.0	-20.626743950265723	159.05847191810608
9	1	1072	1	0.9909260272979736	-19.0	-20.610476510763068	160.70855283737183
9	2	913	0	0.6773613095283508	-20.0	-20.604371745655435	162.10427284240723
9	3	1223	1	0.7440017461776733	-18.0	-20.57832802819888	164.05943298339844
9	4	853	0	0.28047287464141846	-20.0	-20.57254474791689	165.3447937965393
9	5	857	1	0.5412759780883789	-20.0	-20.56681930043772	166.64717483520508
9	6	851	1	0.6542448401451111	-20.0	-20.561151107433343	168.00469398498535
9	7	915	0	0.3877946138381958	-20.0	-20.555539596359008	169.46053671836853
9	8	1653	1	0.5427479147911072	-18.0	-20.52998420039542	172.00722479820251
9	9	1072	1	0.8189178705215454	-19.0	-20.514684358391467	173.68241572380066
10	0	1218	1	0.5727264285087585	-20.0	-20.50953751480755	179.30667686462402
10	1	1092	1	0.808478057384491	-20.0	-20.504442139659474	180.9770278930664
10	2	1169	1	0.5834898352622986	-18.0	-20.47939771826288	182.77254581451416
10	3	1289	1	0.608473002910614	-18.0	-20.454603741080252	184.75355982780457
10	4	1153	1	0.5972312688827515	-20.0	-20.450057703669447	186.5272078514099
10	5	1461	1	0.9106988906860352	-20.0	-20.445557126632753	188.7983009815216
10	6	1154	1	0.43802645802497864	-20.0	-20.441101555366426	190.54045391082764
10	7	1378	0	0.31004267930984497	-19.0	-20.426690539812764	192.67438173294067
10	8	970	1	0.567352294921875	-20.0	-20.422423634414635	194.17087388038635
10	9	851	1	0.43034592270851135	-20.0	-20.418199398070488	195.49060463905334
11	0	1106	0	0.6328758001327515	-18.0	-20.394017404089784	200.80103182792664
11	1	1068	1	0.39128029346466064	-19.0	-20.380077230048887	202.3972029685974
11	2	1195	1	0.6766288876533508	-19.0	-20.3662764577484	204.20076966285706
11	3	1169	1	0.6271491646766663	-18.0	-20.342613693170915	205.98184394836426
11	4	1169	1	0.6328698992729187	-18.0	-20.319187556239203	207.76544094085693
11	5	972	0	0.4870072603225708	-20.0	-20.31599568067681	209.26485300064087
11	6	972	1	0.5503435134887695	-20.0	-20.31283572387004	210.74643087387085
11	7	1322	0	0.4089997410774231	-17.0	-20.279707366631342	212.77214074134827
11	8	913	0	0.41744422912597656	-20.0	-20.276910292965027	214.1659607887268
11	9	1438	0	0.3987846076488495	-19.0	-20.264141190035378	216.3698046207428
12	0	1226	0	0.5675379037857056	-18.0	-20.241499778135022	221.8711040019989
12	1	856	0	0.5455482602119446	-20.0	-20.23908478035367	223.14649987220764
12	2	1037	1	0.8897573351860046	-20.0	-20.236693932550136	224.71955370903015
12	3	944	1	0.41821858286857605	-19.0	-20.224326993224636	226.18284273147583
