1	-21.0	-21.0	0.7811331748962402
2	-20.0	-20.99	1.6113090515136719
3	-21.0	-20.990099999999998	2.2558672428131104
4	-21.0	-20.990199	2.966564178466797
5	-19.0	-20.970297010000003	3.7207250595092773
6	-19.0	-20.950594039900004	4.706451177597046
7	-20.0	-20.941088099501002	5.579872131347656
8	-20.0	-20.931677218505992	6.4916441440582275
9	-20.0	-20.922360446320933	7.318308115005493
10	-19.0	-20.903136841857727	8.08785629272461
11	-20.0	-20.894105473439147	8.95940613746643
12	-21.0	-20.895164418704756	9.682145118713379
13	-21.0	-20.896212774517707	10.30387830734253
14	-18.0	-20.86725064677253	11.18989896774292
15	-21.0	-20.868578140304805	12.035962104797363
16	-18.0	-20.839892358901757	12.827226161956787
17	-21.0	-20.84149343531274	13.542603969573975
18	-21.0	-20.843078500959614	14.439146995544434
19	-18.0	-20.814647715950017	15.541105270385742
20	-21.0	-20.81650123879052	16.352138996124268
21	-20.0	-20.808336226402613	17.15111017227173
22	-19.0	-20.790252864138587	18.013395309448242
23	-21.0	-20.7923503354972	18.782565116882324
24	-21.0	-20.79442683214223	19.41219711303711
25	-20.0	-20.786482563820805	20.163565158843994
26	-18.0	-20.758617738182597	21.152581214904785
27	-20.0	-20.75103156080077	21.994070053100586
28	-20.0	-20.74352124519276	22.783315896987915
29	-21.0	-20.746086032740834	23.36932611465454
30	-19.0	-20.728625172413427	24.413079023361206
31	-20.0	-20.72133892068929	25.29946208000183
32	-20.0	-20.7141255314824	26.027265071868896
33	-21.0	-20.716984276167576	26.980199098587036
34	-21.0	-20.7198144334059	27.782902002334595
35	-21.0	-20.722616289071844	28.57595419883728
36	-20.0	-20.715390126181124	29.591291189193726
37	-21.0	-20.718236224919313	30.25992703437805
38	-20.0	-20.71105386267012	31.096068143844604
39	-21.0	-20.71394332404342	31.713953018188477
40	-21.0	-20.716803890802986	32.410436153411865
41	-21.0	-20.719635851894957	33.16326308250427
42	-21.0	-20.722439493376008	33.8628249168396
43	-21.0	-20.72521509844225	34.630075216293335
44	-19.0	-20.707962947457826	35.39414310455322
45	-20.0	-20.700883317983248	36.180856227874756
46	-21.0	-20.703874484803418	36.89996695518494
47	-20.0	-20.696835739955382	37.588741064071655
48	-21.0	-20.69986738255583	38.28987002372742
49	-19.0	-20.682868708730272	39.08977007865906
50	-21.0	-20.68604002164297	39.75846219062805
51	-21.0	-20.68917962142654	40.38265419006348
52	-20.0	-20.682287825212274	41.35496115684509
53	-20.0	-20.67546494696015	42.1841242313385
54	-21.0	-20.67871029749055	42.89041614532471
55	-18.0	-20.651923194515643	43.89979004859924
56	-19.0	-20.635403962570486	44.71005320549011
57	-21.0	-20.639049922944782	45.469834089279175
58	-21.0	-20.642659423715333	46.084052085876465
59	-18.0	-20.61623282947818	47.15001320838928
60	-21.0	-20.6200705011834	47.869683265686035
61	-19.0	-20.603869796171566	48.67915320396423
62	-21.0	-20.60783109820985	49.436036109924316
63	-20.0	-20.60175278722775	50.11890912055969
64	-21.0	-20.605735259355473	50.69529128074646
65	-20.0	-20.59967790676192	51.51828193664551
66	-21.0	-20.6036811276943	52.224961042404175
67	-18.0	-20.57764431641736	53.1076500415802
68	-21.0	-20.581867873253188	53.860931158065796
69	-21.0	-20.58604919452066	54.75629210472107
70	-19.0	-20.570188702575454	55.75941824913025
71	-21.0	-20.5744868155497	56.471922159194946
72	-20.0	-20.5687419473942	57.254359006881714
73	-20.0	-20.563054527920258	57.98657822608948
74	-20.0	-20.557423982641055	58.8707971572876
75	-20.0	-20.551849742814642	59.825531244277954
76	-19.0	-20.536331245386496	60.8593430519104
77	-18.0	-20.51096793293263	61.6917450428009
78	-21.0	-20.515858253603305	62.38472509384155
79	-19.0	-20.500699671067274	63.36956524848938
80	-20.0	-20.4956926743566	64.14207911491394
81	-21.0	-20.500735747613035	64.89302611351013
82	-17.0	-20.465728390136906	65.78404092788696
83	-20.0	-20.461071106235536	66.565101146698
84	-21.0	-20.466460395173183	67.18795108795166
85	-21.0	-20.471795791221453	67.94289708137512
86	-21.0	-20.477077833309238	68.6134340763092
87	-21.0	-20.482307054976147	69.22651815414429
88	-21.0	-20.487483984426387	70.12167716026306
89	-21.0	-20.492609144582122	70.74444317817688
90	-21.0	-20.497683053136303	71.5409049987793
91	-21.0	-20.50270622260494	72.20542812347412
92	-20.0	-20.497679160378887	72.94875812530518
93	-21.0	-20.502702368775097	73.65895819664001
94	-20.0	-20.497675345087345	74.45061016082764
95	-21.0	-20.50269859163647	75.0711772441864
96	-19.0	-20.487671605720106	75.96842122077942
97	-21.0	-20.492794889662907	76.63993811607361
98	-19.0	-20.47786694076628	77.44848823547363
99	-21.0	-20.483088271358618	78.1203830242157
100	-21.0	-20.48825738864503	78.87960720062256
101	-21.0	-20.49337481475858	79.49278426170349
